ID,Day,Date,Fact,Slot,Month,Title,Category,Evidence,Confidence,Source URL,Subcategory,Source title,Source domain,Verification status
FACT-2027-07-01-S14,1,2027-07-01,The blue whale (Balaenoptera musculus) is the largest animal.,14,July,Largest animal,World Records & Extremes,"The record identifies the blue whale as the largest animal, with a recorded weight of 190 tonnes.",high,https://www.guinnessworldrecords.com/world-records/115537-largest-animal,Overall size,Guinness Largest Animal,www.guinnessworldrecords.com,verified
FACT-2027-07-01-S15,1,2027-07-01,A blue whale can excrete about 200 litres of waste in one event.,15,July,Largest recorded animal defecation volume,World Records & Extremes,The page states that a blue whale can excrete approximately 200 litres of crumb-like faeces in one go.,high,https://www.guinnessworldrecords.com/world-records/115537-largest-animal,Animal waste,Guinness Largest Animal,www.guinnessworldrecords.com,verified
FACT-2027-07-02-S01,2,2027-07-02,The giant panda belongs to the order Carnivora.,1,July,Carnivore classification,Animals,Order: Carnivora,high,https://nationalzoo.si.edu/animals/giant-panda,Taxonomy,Smithsonian Giant Panda,nationalzoo.si.edu,verified
FACT-2027-07-02-S02,2,2027-07-02,"When fish and amphibians approach the tongue, an alligator snapping turtle swiftly closes its jaws on them.",2,July,Alligator snapping turtles snap at approaching prey,Animals,"When unsuspecting fish and amphibians swim towards the tongue expecting an easy meal, the turtle's jaws swiftly snap shut on its prey.",high,https://nationalzoo.si.edu/animals/news/7-spooktacular-animal-facts-halloween,Feeding behavior,Smithsonian Animal Facts,nationalzoo.si.edu,verified
FACT-2027-07-02-S03,2,2027-07-02,"The four major types of landforms are mountains, hills, plateaus, and plains.",3,July,Major types of landforms,Geography,"The page identifies mountains, hills, plateaus, and plains as the four major types of landforms.",high,https://education.nationalgeographic.org/resource/landform/,Landforms,National Geographic Landform,education.nationalgeographic.org,verified
FACT-2027-07-02-S04,2,2027-07-02,Earth is conventionally divided into seven continents.,4,July,Seven continents,Geography,"Britannica lists Asia, Africa, North America, South America, Antarctica, Europe and Australia.",high,https://www.britannica.com/science/continent,Continents,Continent,britannica.com,verified
FACT-2027-07-02-S05,2,2027-07-02,Tanning results from increased melanin production in response to ultraviolet-light exposure.,5,July,Tanning increases melanin production,Human Body,The page directly defines tanning as increased melanin production following ultraviolet exposure.,high,https://ncbi.nlm.nih.gov/books/NBK20361/,Skin,NIH Musculoskeletal and Skin Systems,ncbi.nlm.nih.gov,verified
FACT-2027-07-02-S06,2,2027-07-02,Ralph Teetor was granted over 40 U.S. patents from 1923 to 1963.,6,July,Cruise Control,Inventions,"Ralph Teetor fact sheet, item 10",high,https://www.invent.org/sites/default/files/2024-02/2024-Inductee-Listicle-Fact-Sheets.pdf,Automotive Technology,National Inventors Hall of Fame Fact Sheets,www.invent.org,verified
FACT-2027-07-02-S07,2,2027-07-02,Writing is a technology of relatively recent history.,7,July,Writing is a relatively recent technology,Language,“writing is a technology of relatively recent history”,high,https://www.britannica.com/topic/writing/History-of-writing-systems,Writing systems,Britannica Writing Systems,www.britannica.com,verified
FACT-2027-07-02-S08,2,2027-07-02,Monetarism is mainly associated with Nobel Prize–winning economist Milton Friedman.,8,July,Milton Friedman and monetarism,Money & Economics,"“Today, monetarism is mainly associated with Nobel Prize–winning economist Milton Friedman.”",high,https://www.imf.org/external/pubs/ft/fandd/basics/pdf/jahan_money.pdf,History of Economic Thought,IMF Monetarism,www.imf.org,verified
FACT-2027-07-02-S09,2,2027-07-02,Understanding and predicting precipitation is critical to farmers when deciding which crops to plant.,9,July,Precipitation prediction supports farming,Nature,"Understanding and predicting precipitation is critical to farmers who decide which crops to plant, and how deep, based in part on soil moisture levels.",high,https://oceanservice.noaa.gov/facts/ocean_weather.html,Weather Prediction,NOAA Ocean Weather,oceanservice.noaa.gov,verified
FACT-2027-07-02-S10,2,2027-07-02,"The largest recorded earthquake in the United States was magnitude 9.2 in Prince William Sound, Alaska, on March 28, 1964.",10,July,Largest U.S. earthquake,Science,"The largest recorded earthquake in the United States was a magnitude 9.2 that struck Prince William Sound, Alaska on Good Friday, March 28, 1964 UTC.",high,https://www.usgs.gov/programs/earthquake-hazards/cool-earthquake-facts,Earthquake Records,USGS Cool Earthquake Facts,www.usgs.gov,verified
FACT-2027-07-02-S11,2,2027-07-02,Most earthquake waves have frequencies below 20 Hz and are usually not heard directly by humans.,11,July,Earthquake wave audibility,Science,"Most earthquake waves have a frequency of less than 20 Hz, so the waves themselves are usually not heard.",high,https://www.usgs.gov/programs/earthquake-hazards/cool-earthquake-facts,Seismology,USGS Cool Earthquake Facts,www.usgs.gov,verified
FACT-2027-07-02-S12,2,2027-07-02,The solar system formed from a dense cloud of interstellar gas and dust.,12,July,Solar system formation material,Space,from a dense cloud of interstellar gas and dust.,high,https://science.nasa.gov/solar-system/solar-system-facts/,Formation,NASA Solar System Facts,science.nasa.gov,verified
FACT-2027-07-02-S13,2,2027-07-02,"Konrad Zuse's Z3 used 2,300 relays, performed floating-point binary arithmetic, and had a 22-bit word length.",13,July,The Z3 used relay-based floating-point binary arithmetic,Technology,The page directly lists these features of the Z3.,high,https://www.computerhistory.org/timeline/computers/,Early Computing,Computer History Timeline,www.computerhistory.org,verified
FACT-2027-07-02-S14,2,2027-07-02,The heaviest recorded animal was a female blue whale weighing 190 tonnes.,14,July,Heaviest animal ever recorded,World Records & Extremes,"A female blue whale weighing 190 tonnes (418,878 lb) was caught in the Southern Ocean on 20 March 1947.",high,https://www.guinnessworldrecords.com/world-records/115537-largest-animal,Overall size,Guinness Largest Animal,www.guinnessworldrecords.com,verified
FACT-2027-07-02-S15,2,2027-07-02,"Everest is 8,848.86 m above sea level.",15,July,Highest mountain,World Records & Extremes,"Guinness lists Everest at 8,848.86 m.",high,https://www.guinnessworldrecords.com/world-records/highest-mountain,geography,Highest mountain,guinnessworldrecords.com,verified
FACT-2027-07-03-S01,3,2027-07-03,More than seven million Maya live in their original Mesoamerican homelands and in countries around the world.,1,July,Maya population today,Ancient Civilizations,The page states that today more than seven million Maya live in their original homelands of Mesoamerica and in countries all over the world.,high,https://maya.nmai.si.edu/maya,Maya Civilization,Smithsonian Maya,maya.nmai.si.edu,verified
FACT-2027-07-03-S02,3,2027-07-03,The giant panda belongs to the family Ursidae.,2,July,Bear family,Animals,Family: Ursidae,high,https://nationalzoo.si.edu/animals/giant-panda,Taxonomy,Smithsonian Giant Panda,nationalzoo.si.edu,verified
FACT-2027-07-03-S03,3,2027-07-03,California sea lion teeth gradually turn black as the animals age.,3,July,California sea lion teeth turn black with age,Animals,"As California sea lions age, their teeth gradually turn black.",high,https://nationalzoo.si.edu/animals/news/7-spooktacular-animal-facts-halloween,Dentition,Smithsonian Animal Facts,nationalzoo.si.edu,verified
FACT-2027-07-03-S04,3,2027-07-03,"Buttes, canyons, valleys, and basins are minor landforms.",4,July,Minor landforms,Geography,"The page lists buttes, canyons, valleys, and basins as minor landforms.",high,https://education.nationalgeographic.org/resource/landform/,Landforms,National Geographic Landform,education.nationalgeographic.org,verified
FACT-2027-07-03-S05,3,2027-07-03,Asia is the world’s largest continent.,5,July,Asia’s size,Geography,Britannica describes Asia as the world’s largest continent.,high,https://www.britannica.com/place/Asia,Continents,Asia,britannica.com,verified
FACT-2027-07-03-S06,3,2027-07-03,Bones provide structural support for the body and help determine its shape.,6,July,Bones provide structural support,Human Body,The page states that bones provide structural support and help determine body shape.,high,https://ncbi.nlm.nih.gov/books/NBK20361/,Musculoskeletal system,NIH Musculoskeletal and Skin Systems,ncbi.nlm.nih.gov,verified
FACT-2027-07-03-S07,3,2027-07-03,Tattoos and body piercings break the skin and therefore carry a risk of infection.,7,July,Body modifications can cause infection,Human Body,The page states that body modifications involve breaking the skin and consequently carry infection risk.,high,https://ncbi.nlm.nih.gov/books/NBK20361/,Skin,NIH Musculoskeletal and Skin Systems,ncbi.nlm.nih.gov,verified
FACT-2027-07-03-S08,3,2027-07-03,Writing must be taught to each generation of children.,8,July,Writing must be taught to each generation,Language,“that must be taught to each generation of children”,high,https://www.britannica.com/topic/writing/History-of-writing-systems,Writing education,Britannica Writing Systems,www.britannica.com,verified
FACT-2027-07-03-S09,3,2027-07-03,Milton Friedman and Anna Schwartz argued that poor monetary policy by the Federal Reserve was the primary cause of the Great Depression in the United States.,9,July,Friedman and Schwartz on the Great Depression,Money & Economics,"“Friedman argued that poor monetary policy by the US central bank, the Federal Reserve, was the primary cause of the Great Depression in the United States in the 1930s.”",high,https://www.imf.org/external/pubs/ft/fandd/basics/pdf/jahan_money.pdf,Great Depression,IMF Monetarism,www.imf.org,verified
FACT-2027-07-03-S10,3,2027-07-03,Farmers decide how deeply to plant crops based in part on soil moisture levels.,10,July,Soil moisture affects crop planting depth,Nature,"Understanding and predicting precipitation is critical to farmers who decide which crops to plant, and how deep, based in part on soil moisture levels.",high,https://oceanservice.noaa.gov/facts/ocean_weather.html,Agriculture,NOAA Ocean Weather,oceanservice.noaa.gov,verified
FACT-2027-07-03-S11,3,2027-07-03,"The largest recorded earthquake in the world was magnitude 9.5 in Chile on May 22, 1960.",11,July,Largest world earthquake,Science,"The largest recorded earthquake in the world was a magnitude 9.5 (Mw) in Chile on May 22, 1960.",high,https://www.usgs.gov/programs/earthquake-hazards/cool-earthquake-facts,Earthquake Records,USGS Cool Earthquake Facts,www.usgs.gov,verified
FACT-2027-07-03-S12,3,2027-07-03,"The collapsing cloud formed a solar nebula, a spinning, swirling disk of material.",12,July,Solar nebula,Space,"When this dust cloud collapsed, it formed a solar nebula – a spinning, swirling disk of material.",high,https://science.nasa.gov/solar-system/solar-system-facts/,Formation,NASA Solar System Facts,science.nasa.gov,verified
FACT-2027-07-03-S13,3,2027-07-03,The British Bombe was an electromechanical machine used to decrypt Nazi Enigma-based military communications.,13,July,The British Bombe decrypted Enigma communications,Technology,"The page states that bombes determined daily rotor start positions, enabling the Allies to decrypt German messages.",high,https://www.computerhistory.org/timeline/computers/,Cryptography,Computer History Timeline,www.computerhistory.org,verified
FACT-2027-07-03-S14,3,2027-07-03,The longest documented blue whale measured 33.57 m.,14,July,Longest blue whale,World Records & Extremes,A female blue whale landed at Grytviken in 1909 was documented as measuring 33.57 m (110 ft 1.6 in).,high,https://www.guinnessworldrecords.com/world-records/115537-largest-animal,Overall size,Guinness Largest Animal,www.guinnessworldrecords.com,verified
FACT-2027-07-03-S15,3,2027-07-03,"Mauna Kea is about 10,205 m from submarine base to summit.",15,July,Tallest mountain,World Records & Extremes,"Guinness gives Mauna Kea approximately 10,205 m base-to-peak.",high,https://www.guinnessworldrecords.com/world-records/tallest-mountain,geography,Tallest mountain,guinnessworldrecords.com,verified
FACT-2027-07-04-S01,4,2027-07-04,The ancient Maya developed one of the most advanced civilizations in the Americas approximately two thousand years ago.,1,July,Ancient Maya civilization,Ancient Civilizations,"The page says that two thousand years ago, the ancient Maya developed one of the most advanced civilizations in the Americas.",high,https://maya.nmai.si.edu/maya,Maya Civilization,Smithsonian Maya,maya.nmai.si.edu,verified
FACT-2027-07-04-S02,4,2027-07-04,"As few as 1,864 giant pandas live in their native habitat.",2,July,Native population,Animals,"As few as 1,864 giant pandas live in their native habitat",high,https://nationalzoo.si.edu/animals/giant-panda,Conservation,Smithsonian Giant Panda,nationalzoo.si.edu,verified
FACT-2027-07-04-S03,4,2027-07-04,The black color of aging California sea lion teeth is caused by a healthy coating of bacteria rather than cavities or rot.,3,July,Bacteria cause the dark color of sea lion teeth,Animals,It’s caused by a healthy coating of bacteria that protects their teeth.,high,https://nationalzoo.si.edu/animals/news/7-spooktacular-animal-facts-halloween,Dentition,Smithsonian Animal Facts,nationalzoo.si.edu,verified
FACT-2027-07-04-S04,4,2027-07-04,Tectonic plate movement under Earth can create landforms by pushing up mountains and hills.,4,July,Tectonic plate movement,Geography,The page states that tectonic plate movement can create landforms by pushing up mountains and hills.,high,https://education.nationalgeographic.org/resource/landform/,Landform Formation,National Geographic Landform,education.nationalgeographic.org,verified
FACT-2027-07-04-S05,4,2027-07-04,"Europe and Asia are sometimes treated as one continent, Eurasia.",5,July,Eurasia,Geography,Britannica notes that Europe and Asia are sometimes considered Eurasia.,high,https://www.britannica.com/science/continent,Continents,Continent,britannica.com,verified
FACT-2027-07-04-S06,4,2027-07-04,"Bones protect internal organs, including the brain, heart, and lungs.",6,July,Bones protect internal organs,Human Body,The page gives the skull as protection for the brain and the ribs as protection for the heart and lungs.,high,https://ncbi.nlm.nih.gov/books/NBK20361/,Musculoskeletal system,NIH Musculoskeletal and Skin Systems,ncbi.nlm.nih.gov,verified
FACT-2027-07-04-S07,4,2027-07-04,The FDA approved Yervoy (ipilimumab) in 2011 for treatment of patients with advanced melanoma.,7,July,Immune Checkpoint Blockade Therapy,Inventions,"James Allison fact sheet, item 8",high,https://www.invent.org/sites/default/files/2024-02/2024-Inductee-Listicle-Fact-Sheets.pdf,Cancer Treatment,National Inventors Hall of Fame Fact Sheets,www.invent.org,verified
FACT-2027-07-04-S08,4,2027-07-04,Historical accounts of the evolution of writing systems had until recently concentrated on increased efficiency.,8,July,Historical accounts emphasized efficiency,Language,"“Historical accounts of the evolution of writing systems have until recently concentrated on a single aspect, increased efficiency”",high,https://www.britannica.com/topic/writing/History-of-writing-systems,Writing systems,Britannica Writing Systems,www.britannica.com,verified
FACT-2027-07-04-S09,4,2027-07-04,The quantity theory of money states that the money supply multiplied by velocity equals nominal expenditures in the economy.,9,July,Quantity theory identity,Money & Economics,“It says that the money supply multiplied by velocity ... equals nominal expenditures in the economy.”,high,https://www.imf.org/external/pubs/ft/fandd/basics/pdf/jahan_money.pdf,Quantity Theory of Money,IMF Monetarism,www.imf.org,verified
FACT-2027-07-04-S10,4,2027-07-04,Weather that is too wet or too dry can adversely affect crops.,10,July,Excessive wetness or dryness can affect crops,Nature,Crop and food prices may increase when weather that is too wet or too dry adversely affects crops.,high,https://oceanservice.noaa.gov/facts/ocean_weather.html,Agriculture,NOAA Ocean Weather,oceanservice.noaa.gov,verified
FACT-2027-07-04-S11,4,2027-07-04,The P wave is the fastest seismic wave and arrives first at a given location.,11,July,Fastest seismic wave,Science,"The fastest wave, and therefore the first to arrive at a given location, is called the P wave.",high,https://www.usgs.gov/programs/earthquake-hazards/cool-earthquake-facts,Seismology,USGS Cool Earthquake Facts,www.usgs.gov,verified
FACT-2027-07-04-S12,4,2027-07-04,"The solar system includes the Sun, eight planets, five officially named dwarf planets, hundreds of moons, and thousands of asteroids and comets.",12,July,Solar system contents,Space,"Our solar system includes the Sun, eight planets, five officially named dwarf planets, hundreds of moons, and thousands of asteroids and comets.",high,https://science.nasa.gov/solar-system/solar-system-facts/,Overview,NASA Solar System Facts,science.nasa.gov,verified
FACT-2027-07-04-S13,4,2027-07-04,John von Neumann's report outlined a stored-program computer architecture that electronically stored programming information and data.,13,July,The stored-program architecture stored programs and data electronically,Technology,"The page says this eliminated the need for programming methods such as plugboards, punched cards, and paper.",high,https://www.computerhistory.org/timeline/computers/,Computer Architecture,Computer History Timeline,www.computerhistory.org,verified
FACT-2027-07-04-S14,4,2027-07-04,"The bootlace worm is the longest animal on Earth, reaching up to 55 m.",14,July,Longest animal,World Records & Extremes,The page states that the bootlace worm (Lineus longissimus) can reach up to 55 m (180 ft) long.,high,https://www.guinnessworldrecords.com/world-records/115537-largest-animal,Animal length,Guinness Largest Animal,www.guinnessworldrecords.com,verified
FACT-2027-07-04-S15,4,2027-07-04,Kerepakupai Merú has a total drop of 979 m.,15,July,Tallest waterfall,World Records & Extremes,Guinness states total drop is 979 m.,high,https://www.guinnessworldrecords.com/world-records/highest-waterfall,waterfalls,Tallest waterfall,guinnessworldrecords.com,verified
FACT-2027-07-05-S01,5,2027-07-05,The Maya developed a written language using hieroglyphs.,1,July,Maya hieroglyphic language,Ancient Civilizations,The page states that the Maya developed a written language of hieroglyphs.,high,https://maya.nmai.si.edu/maya,Writing,Smithsonian Maya,maya.nmai.si.edu,verified
FACT-2027-07-05-S02,5,2027-07-05,Another 600 pandas live in zoos and breeding centers around the world.,2,July,Captive population,Animals,another 600 pandas live in zoos and breeding centers around the world,high,https://nationalzoo.si.edu/animals/giant-panda,Conservation,Smithsonian Giant Panda,nationalzoo.si.edu,verified
FACT-2027-07-05-S03,5,2027-07-05,Brown-headed cowbirds sneak into other birds’ nests and lay their own eggs.,3,July,Brown-headed cowbirds are brood parasites,Animals,"Some bird species, like the brown-headed cowbird, are brood parasites, sneaking into other birds’ nests and laying their own eggs.",high,https://nationalzoo.si.edu/animals/news/7-spooktacular-animal-facts-halloween,Reproduction,Smithsonian Animal Facts,nationalzoo.si.edu,verified
FACT-2027-07-05-S04,5,2027-07-05,Erosion by water and wind can wear down land and create valleys and canyons.,4,July,Erosion and landform creation,Geography,The page says erosion by water and wind can wear down land and create landforms such as valleys and canyons.,high,https://education.nationalgeographic.org/resource/landform/,Landform Formation,National Geographic Landform,education.nationalgeographic.org,verified
FACT-2027-07-05-S05,5,2027-07-05,Continents move because lithospheric plates move.,5,July,Moving continents,Geography,Britannica connects continental movement with plate tectonics.,high,https://www.britannica.com/science/continent,Plate tectonics,Continent,britannica.com,verified
FACT-2027-07-05-S06,5,2027-07-05,Bone marrow produces red blood cells and white blood cells of the immune system.,6,July,Bone marrow produces blood cells,Human Body,The page states that bone marrow produces red and white blood cells.,high,https://ncbi.nlm.nih.gov/books/NBK20361/,Musculoskeletal system,NIH Musculoskeletal and Skin Systems,ncbi.nlm.nih.gov,verified
FACT-2027-07-05-S07,5,2027-07-05,James Allison won the 2018 Nobel Prize in Physiology or Medicine for his work.,7,July,Immune Checkpoint Blockade Therapy,Inventions,"James Allison fact sheet, item 6",high,https://www.invent.org/sites/default/files/2024-02/2024-Inductee-Listicle-Fact-Sheets.pdf,Cancer Treatment,National Inventors Hall of Fame Fact Sheets,www.invent.org,verified
FACT-2027-07-05-S08,5,2027-07-05,The Greek invention of the alphabet was regarded as the culmination of a long historical evolution.,8,July,Greek alphabet viewed as culmination,Language,“with the Greek invention of the alphabet being regarded as the culmination of a long historical evolution”,high,https://www.britannica.com/topic/writing/History-of-writing-systems,Alphabetic writing,Britannica Writing Systems,www.britannica.com,verified
FACT-2027-07-05-S09,5,2027-07-05,Velocity is the rate at which money changes hands.,9,July,Definition of velocity,Money & Economics,“velocity (the rate at which money changes hands)”,high,https://www.imf.org/external/pubs/ft/fandd/basics/pdf/jahan_money.pdf,Quantity Theory of Money,IMF Monetarism,www.imf.org,verified
FACT-2027-07-05-S10,5,2027-07-05,Crop and food prices may increase when weather that is too wet or too dry adversely affects crops.,10,July,Crop impacts may increase food prices,Nature,Crop and food prices may increase when weather that is too wet or too dry adversely affects crops.,high,https://oceanservice.noaa.gov/facts/ocean_weather.html,Agriculture,NOAA Ocean Weather,oceanservice.noaa.gov,verified
FACT-2027-07-05-S11,5,2027-07-05,A P wave compresses and expands material in the direction it travels.,11,July,P-wave motion,Science,"The P wave, or compressional wave, alternately compresses and expands material in the same direction it is traveling.",high,https://www.usgs.gov/programs/earthquake-hazards/cool-earthquake-facts,Seismology,USGS Cool Earthquake Facts,www.usgs.gov,verified
FACT-2027-07-05-S12,5,2027-07-05,"The solar system is located in the Milky Way, a barred spiral galaxy with two major arms and two minor arms.",12,July,Location in the Milky Way,Space,"Our solar system is located in the Milky Way, a barred spiral galaxy with two major arms, and two minor arms.",high,https://science.nasa.gov/solar-system/solar-system-facts/,Galaxy,NASA Solar System Facts,science.nasa.gov,verified
FACT-2027-07-05-S13,5,2027-07-05,Magnetic core memory became the dominant form of high-speed random-access memory for computers until the mid-1970s.,13,July,Magnetic core memory became dominant high-speed RAM,Technology,The page attributes this development to Jay Forrester's work on Project Whirlwind.,high,https://www.computerhistory.org/timeline/computers/,Memory and Storage,Computer History Timeline,www.computerhistory.org,verified
FACT-2027-07-05-S14,5,2027-07-05,The bootlace worm is the longest solitary animal on record.,14,July,Longest solitary animal,World Records & Extremes,"A 55-m bootlace worm washed ashore in the UK in 1864, making it the longest solitary animal on record.",high,https://www.guinnessworldrecords.com/world-records/115537-largest-animal,Animal length,Guinness Largest Animal,www.guinnessworldrecords.com,verified
FACT-2027-07-05-S15,5,2027-07-05,Angel Falls has an uninterrupted drop of 807 m.,15,July,Tallest single waterfall drop,World Records & Extremes,Guinness records an 807 m uninterrupted drop.,high,https://www.guinnessworldrecords.com/world-records/382099-tallest-single-drop-in-a-waterfall,waterfalls,Tallest single drop in a waterfall,guinnessworldrecords.com,verified
FACT-2027-07-06-S01,6,2027-07-06,The Maya invented the mathematical concept of zero.,1,July,Maya concept of zero,Ancient Civilizations,The page explicitly says that the Maya invented the mathematical concept of zero.,high,https://maya.nmai.si.edu/maya,Mathematics,Smithsonian Maya,maya.nmai.si.edu,verified
FACT-2027-07-06-S02,6,2027-07-06,The giant panda is a black-and-white bear with a body typical of bears.,2,July,Body type,Animals,"The giant panda, a black-and-white bear, has a body typical of bears.",high,https://nationalzoo.si.edu/animals/giant-panda,Physical Description,Smithsonian Giant Panda,nationalzoo.si.edu,verified
FACT-2027-07-06-S03,6,2027-07-06,"Unaware host bird parents tend young cowbirds, which are often larger and hungrier than their own offspring.",3,July,Host birds tend cowbird young,Animals,The unsuspecting bird parents will lovingly tend to the (often much larger and hungrier) young cowbirds while their own offspring fail to thrive.,high,https://nationalzoo.si.edu/animals/news/7-spooktacular-animal-facts-halloween,Reproduction,Smithsonian Animal Facts,nationalzoo.si.edu,verified
FACT-2027-07-06-S04,6,2027-07-06,Tectonic and erosion processes that create landforms can occur over millions of years.,4,July,Time required for landform formation,Geography,"The page states that both processes happen over a long period, sometimes millions of years.",high,https://education.nationalgeographic.org/resource/landform/,Landform Formation,National Geographic Landform,education.nationalgeographic.org,verified
FACT-2027-07-06-S05,6,2027-07-06,Pangaea incorporated nearly all modern landmasses.,5,July,Pangaea,Geography,Britannica calls Pangaea a supercontinent containing almost all modern landmasses.,high,https://www.britannica.com/science/continent,Supercontinents,Continent,britannica.com,verified
FACT-2027-07-06-S06,6,2027-07-06,The skeletal system stores calcium and other physiologically important ions.,6,July,The skeleton stores calcium,Human Body,The page describes the skeletal system as a storage depot for calcium and other physiologically important ions.,high,https://ncbi.nlm.nih.gov/books/NBK20361/,Musculoskeletal system,NIH Musculoskeletal and Skin Systems,ncbi.nlm.nih.gov,verified
FACT-2027-07-06-S07,6,2027-07-06,More than 1 million human genomes are sequenced each year through the work of Shankar Balasubramanian and David Klenerman.,7,July,Sequencing-by-Synthesis,Inventions,"Shankar Balasubramanian fact sheet, item 4; David Klenerman fact sheet, item 4",high,https://www.invent.org/sites/default/files/2024-02/2024-Inductee-Listicle-Fact-Sheets.pdf,Genetic Sequencing,National Inventors Hall of Fame Fact Sheets,www.invent.org,verified
FACT-2027-07-06-S08,6,2027-07-06,Writing-system efficiency is described as a product of a limited and manageable set of graphs.,8,July,Efficiency comes from a limited set of graphs,Language,“This efficiency is a product of a limited and manageable set of graphs”,high,https://www.britannica.com/topic/writing/History-of-writing-systems,Writing systems,Britannica Writing Systems,www.britannica.com,verified
FACT-2027-07-06-S09,6,2027-07-06,Nominal expenditures are the number of goods and services sold multiplied by the average price paid for them.,9,July,Nominal expenditures,Money & Economics,“nominal expenditures in the economy (the number of goods and services sold multiplied by the average price paid for them).”,high,https://www.imf.org/external/pubs/ft/fandd/basics/pdf/jahan_money.pdf,Quantity Theory of Money,IMF Monetarism,www.imf.org,verified
